uid,split
n4_none_1339a11f,val
n4_none_18cf55cd,train
n4_none_19960adc,train
n4_none_1c6425ac,train
n4_none_1c877e25,val
n4_none_217de0e5,train
n4_none_2203e43f,train
n4_none_224e83bf,test
n4_none_22aec373,train
n4_none_22c8c54c,train
n4_none_23a1a18a,test
n4_none_27547277,train
n4_none_27eb8d4c,train
n4_none_287adcd5,train
n4_none_2a8a87df,val
n4_none_2fd51b3e,train
n4_none_307a1224,train
n4_none_3082dbb5,train
n4_none_3164f976,test
n4_none_32c5ba0b,val
n4_none_32eab02b,train
n4_none_364a8825,val
n4_none_370199cf,train
n4_none_375ae6e8,test
n4_none_3aa697a0,test
n4_none_3d4e0bac,val
n4_none_3dca9d0b,train
n4_none_3df661a4,train
n4_none_407254b7,train
n4_none_422b8a96,train
n4_none_4263b432,train
n4_none_435a4c98,train
n4_none_43ddcbd2,train
n4_none_44a894c6,train
n4_none_499c977d,train
n4_none_49a981a7,test
n4_none_4bb48a64,train
n4_none_4ce2fad7,train
n4_none_4dd24708,train
n4_none_4eee6ee7,train
n4_none_4f9e5f06,train
n4_none_501c740c,val
n4_none_51a3aa8c,test
n4_none_52d3ad70,val
n4_none_5333f56a,test
n4_none_537a0219,train
n4_none_5618a4e5,train
n4_none_590102e7,test
n4_none_5b628636,train
n4_none_5c947930,train
n4_none_5f622c97,train
n4_none_61ff93f5,train
n4_none_622642b1,train
n4_none_628e5c95,train
n4_none_6450801a,train
n4_none_6766c113,train
n4_none_6b3ed575,train
n4_none_6da16e4b,train
n4_none_7552cb66,train
n4_none_7b1a4d3a,train
n4_none_7cbf3515,val
n4_none_7e7e70af,train
n4_none_83438c09,train
n4_none_844954cf,train
n4_none_84c9fd79,train
n4_none_8558d3c1,train
n4_none_86cff0a8,test
n4_none_8917e24f,val
n4_none_8989f6a1,train
n4_none_89f52e41,test
n4_none_89fe5f1c,train
n4_none_8e5e8ea3,test
n4_none_8f2465d5,train
n4_none_90775f67,train
n4_none_9219d9a0,val
n4_none_94829f99,train
n4_none_95747eb3,train
n4_none_9618c740,train
n4_none_9a11f733,val
n4_none_9a9f0fa7,val
n4_none_9af6987a,train
n4_none_9e495e1c,val
n4_none_9efc11f7,test
n4_none_a2e28eac,test
n4_none_a2ee92e8,train
n4_none_a45c2243,train
n4_none_a48d9d9a,train
n4_none_a79945a7,val
n4_none_a7a06951,train
n4_none_a824dcd4,val
n4_none_a86d4856,test
n4_none_a92b5396,val
n4_none_a99f0a8a,train
n4_none_aaeaa167,test
n4_none_ad286502,val
n4_none_ad356f8d,val
n4_none_ad74652a,train
n4_none_ae67e943,test
n4_none_ae8f04b0,val
n4_none_aea15523,train
n4_none_b1efc690,train
n4_none_b36bffdf,train
n4_none_b3f077f0,val
n4_none_b4460c97,train
n4_none_b50c1141,train
n4_none_b5ecd6b3,train
n4_none_b8c189fb,train
n4_none_b9b6f117,train
n4_none_baee9fd8,train
n4_none_bb0e3153,train
n4_none_bb64576f,train
n4_none_bbca642d,train
n4_none_bff38a18,val
n4_none_c20586d0,train
n4_none_c28e8079,test
n4_none_c5527935,val
n4_none_c6f06119,train
n4_none_c74e0d93,train
n4_none_cc0bf720,train
n4_none_cf62f5c8,train
n4_none_d088373d,train
n4_none_d0e988dd,test
n4_none_d11e5516,train
n4_none_d1b7fda9,val
n4_none_d354524d,train
n4_none_d39e9738,train
n4_none_d469da59,test
n4_none_dac2b48e,train
n4_none_dd3f6851,test
n4_none_de76c61c,train
n4_none_e4c37dbd,train
n4_none_e5ebf48c,train
n4_none_e76e3a83,test
n4_none_e914f619,val
n4_none_ec18775e,train
n4_none_f187d5f9,val
n4_none_f2166d5b,val
n4_none_f363615e,train
n4_none_f39e381f,train
n4_none_f8e1c951,train
n4_none_f9234c91,train
n4_none_fc38ebd8,val
n4_none_fcc1cff9,train
